CODE	NAME	SEARCH	DESCRIPTION	CSCore	KACore	NonCore	ILOs
OS.4	Protection and Safety	(os protection, os safety)		Overview of operating system security mechanisms (See also: SEC-Foundations); Attacks and antagonism (scheduling, etc.) (See also: SEC-Foundations); Review of major vulnerabilities in real operating systems (See also: SEC-Foundations); Operating systems mitigation strategies such as backups (See also: SF-Reliability)	Policy/mechanism separation (See also: SEC-Governance); Security methods and devices (See also: SEC-Foundations) Example concepts:; Rings of protection (history from Multics to virtualized x86); x86_64 rings -1 and -2 (hypervisor and ME/PSP); Protection, access control, and authentication (See also: SEC-Foundations, SEC-Crypto)		Understand the requirement for protection and security mechanisms in operating systems.; List and describe the attack vectors that leverage OS vulnerabilities.; Understand the mechanisms available in an OS to control access to resources.; Summarize the features and limitations of an operating system that impact protection and security.
OS.5	Scheduling	(scheduling, scheduler)			Preemptive and non-preemptive scheduling; Schedulers and policies (e.g., first come, first serve, shortest job first, priority, round robin, multilevel) (See also: SF-Resource); Concepts of Symmetric Multi-Processor (SMP) scheduling and cache coherence (See also: AR- Memory); Timers (e.g., building many timers out of finite hardware timers) (See also: AR-Assembly); Fairness and starvation	Subtopics of operating systems such as energy-aware scheduling and real-time scheduling (See also: AR-Performance-Energy, SPD-Embedded, SPD-Mobile); Cooperative scheduling, such as Linux futexes and userland scheduling.	Compare and contrast the common algorithms used for both preemptive and non-preemptive scheduling of tasks in operating systems, such as priority, performance comparison, and fair-share schemes.; Explain the relationships between scheduling algorithms and application domains.; Explain the distinctions among types of processor scheduler such as short-term, medium-term, long-term, and I/O.; Evaluate a problem or solution to determine appropriateness for asymmetric and/or symmetric multiprocessing.; Evaluate a problem or solution to determine appropriateness as a process vs threads.; List some contexts benefitting from preemption and deadline scheduling.; Explain the ways that the logic embodied in scheduling algorithms are applicable to other operating systems mechanisms, such as first come first serve or priority to disk I/O, network scheduling, project scheduling, and problems beyond computing.
OS.6	Process Model	(process model)			Processes and threads relative to virtualization protected memory, process state, memory isolation,;; Memory footprint/segmentation (e.g., stack, heap, etc.) (See also: AR-Assembly); Creating and loading executables, shared libraries, and dynamic linking (See also: FPL-Translation); Dispatching and context switching (See also: AR-Assembly); Interprocess communication (e.g., shared memory, message passing, signals, environment variables) (See also: PDC-Communication)		Understand how processes and threads use concurrency features to virtualize control.; Understand reasons for using interrupts, dispatching, and context switching to support concurrency and virtualization in an operating system.; Understand the different states that a task may pass through, and the data structures needed to support the management of many tasks.; Understand the different ways of allocating memory to tasks, citing the relative merits of each.; Apply the appropriate interprocess communication mechanism for a specific purpose in a programmed software artifact.
OS.7	Memory Management	(memory management)			Review of physical memory, address translation and memory management hardware (See also: AR-Memory, MSF-Discrete); Impact of memory hierarchy including cache concept, cache lookup, and per-CPU caching on operating system mechanisms and policy (See also: AR-Memory, SF-Performance); Logical and physical addressing, address space virtualization (See also: AR-Memory, MSF- Discrete); Concepts of paging, page replacement, thrashing and allocation of pages and frames; Allocation/deallocation/storage techniques (algorithms and data structure) performance and flexibility Example concept: Arenas, slab allocators, free lists, size classes, heterogeneously sized pages (huge pages); Memory caching and cache coherence and the effect of flushing the cache to avoid speculative execution vulnerabilities (See also: AR-Organization, AR-Memory, SF-Performance); Security mechanisms and concepts in memory management including sandboxing, protection, isolation, and relevant vectors of attack (See also: SEC-Foundations)	Virtual memory: leveraging virtual memory hardware for OS services and efficiency	Explain memory hierarchy and cost-performance tradeoffs.; Summarize the principles of virtual memory as applied to caching and paging.; Evaluate the tradeoffs in terms of memory size (main memory, cache memory, auxiliary memory) and processor speed.; Describe the reason for and use of cache memory (performance and proximity, how caches complicate isolation and virtual machine abstraction).; Code/Develop efficient programs that consider the effects of page replacement and frame allocation on the performance of a process and the system in which it executes.; Explain how hardware is utilized for efficient virtualization
OS.8	Device Management	(device management)			Buffering strategies (See also: AR-IO); Direct Memory Access (DMA) and polled I/O, Memory-mapped I/O (See also: AR-IO) Example concept: DMA communication protocols (e.g., ring buffers etc.); Historical and contextual - Persistent storage device management (e.g., magnetic, Solid State Device (SSD)) (See also: SEP-History)	Device interface abstractions, hardware abstraction layer; Device driver purpose, abstraction, implementation, and testing challenges; High-level fault tolerance in device communication	Explain architecture level device control implementation and link relevant operating system mechanisms and policy (e.g., buffering strategies, direct memory access).; Explain OS device management layers and the architecture (e.g., device controller, device driver, device abstraction).; Explain the relationship between the physical hardware and the virtual devices maintained by the operating system.; Explain I/O data buffering and describe strategies for implementing;; Describe the advantages and disadvantages of direct memory access and discuss the circumstances in which its use is warranted.; Describe the complexity and best practices for the creation of device drivers
OS.9	File Systems API and Implementation	(file systems)			Concept of a file including data, metadata, operations, and access-mode; File system mounting; File access control; File sharing; Basic file allocation methods, including linked allocation table; File system structures comprising file allocation including various directory structures and methods for uniquely identifying files (e.g., name, identified or metadata storage location); Allocation/deallocation/storage techniques (algorithms and data structure) impact on performance and flexibility (i.e., internal and external fragmentation and compaction); Free space management such as using bit tables vs linking; Implementation of directories to segment and track file location		Explain the choices to be made in designing file systems.; Evaluate different approaches to file organization, recognizing the strengths and weaknesses of each.; Apply software constructs appropriately given knowledge of the file system implementation
OS.10	Advanced File Systems	(file system architecture)			File systems: partitioning, mount/unmount, virtual file systems; In-depth implementation techniques; Memory-mapped files (See also: AR-IO ); Special-purpose file systems; Naming, searching, access, backups; Journaling and log-structured file systems (See also: SF-Reliability) 	Distributed file systems; Encrypted file systems; Fault tolerance	Explain how hardware developments have led to changes in the priorities for the design and the management of file systems.; Map file abstractions to a list of relevant devices and interfaces.; Identify and categorize different mount types.; Explain specific file systems requirements and the specialized file systems features that meet those requirements.; Explain the use of journaling and how log-structured file systems enhance fault tolerance.; Explain purpose and complexity of distributed file systems.; List examples of distributed file systems protocols.; Explain mechanisms in file systems to improve fault tolerance.
OS.11	Virtualization	(virtualization)			Using virtualization and isolation to achieve protection and predictable performance. (See also: SF- Performance); Advanced paging and virtual memory. (See also: SF-Performance); Virtual file systems and virtual devices.; Containers and their comparison to virtual machines.; Thrashing (e.g., Popek and Goldberg requirements for recursively virtualizable systems)	Types of virtualizations (including hardware/software, OS, server, service, network). (See also: SF- Performance); Portable virtualization; emulation vs isolation. (See also: SF-Performance); Cost of virtualization. (See also: SF-Performance); Virtual machines and container escapes, dangers from a security perspective. (See also: SEC- Engineering); Hypervisors- hardware virtual machine extensions, hosts with kernel support, QEMU KVM	Explain how hardware architecture provides support and efficiencies for virtualization.; Explain the difference between emulation and isolation.; Evaluate virtualization tradeoffs; Explain hypervisors and the need for them in conjunction with different types of hypervisors.
OS.12	Real-time and Embedded Systems	(real-time operating system, RTOS, embedded)			Process and task scheduling.; Deadlines and real-time issues. (See also: SPD-Embedded); Low-latency vs 'soft real-time" vs "hard real time." (See also: SPD-Embedded, FPL-Event-Driven)	Memory/disk management requirements in a real-time environment.; Failures, risks, and recovery.; Special concerns in real-time systems (safety).	Explain what makes a system a real-time system.; Explain latency and its sources in software systems and its characteristics.; Explain special concerns that real-time systems present, including risk, and how these concerns are addressed.; Explain specific real time operating systems features and mechanisms
OS.13	Fault Tolerance	(fault tolerance)			Reliable and available systems. (See also: SF-Reliability); Software and hardware approaches to address tolerance (RAID). (See also: SF-Reliability)	Spatial and temporal redundancy. (See also: SF-Reliability); Methods used to implement fault tolerance. (See also: SF-Reliability); Error identification and correction mechanisms, checksums of volatile memory in RAM. (See also: AR-Memory); File system consistency check and recovery.; Journaling and log-structured file systems. (See also: SF-Reliability); Use-cases for fault-tolerance (databases, safety-critical). (See also: SF-Reliability); Examples of OS mechanisms for detection, recovery, restart to implement fault tolerance, use of these techniques for the OS’s own services. (See also: SF-Reliability)	Explain how operating systems can facilitate fault tolerance, reliability, and availability.; Explain the range of methods for implementing fault tolerance in an operating system.; Explain how an operating system can continue functioning after a fault occurs.; Explain the performance and flexibility tradeoffs that impact using fault tolerance.; Describe operating systems fault tolerance issues and mechanisms in detail
OS.14	Society, Ethics, and the Profession	(society ethics profession)			Open source in operating systems. (See also: SEP-IP) Example concepts:; Identification of vulnerabilities in open-source kernels,; Open-source guest operating systems,; Open-source host operating systems, and; Changes in monetization (paid vs free upgrades).; End-of-life issues with sunsetting operating systems. Example concept: Privacy implications of using proprietary operating systems/operating environments, including telemetry, automated scanning of personal data, built-in advertising, and automatic cloud integration.		Explain advantages and disadvantages of finding and addressing bugs in open-source kernels.; Contextualize history and positive and negative impact of Linux as an open-source product.; List complications with reliance on operating systems past end-of-life.; Understand differences in finding and addressing bugs for various operating systems payment models.
PDC	Parallel and Distributed Computing	(parallel compute, distributed compute)	Parallel and distributed programming arranges, coordinates, and controls multiple computations occurring at the same time across different places. The ubiquity of parallelism and distribution are inevitable consequences of increasing numbers of gates in processors, processors in computers, and computers everywhere that may be used to improve performance compared to sequential programs, while also coping with the intrinsic interconnectedness of the world, and the possibility that some components or connections fail or behave maliciously. Parallel and distributed programming removes the restrictions of sequential programming that require computational steps to occur in a serial order in a single place, revealing further distinctions, techniques, and analyses applying at each layer of computing systems. In most conventional usage, 'parallel' programming focuses on establishing and coordinating multiple activities that may occur at the same time, 'distributed' programming focuses on establishing and coordinating activities that may occur in different places, and 'concurrent' programming focuses on interactions of ongoing activities with each other and the environment. However, all three terms may apply in most contexts. Parallelism generally implies some form of distribution because multiple activities occurring without sequential ordering constraints happen in multiple physical places (unless they rely on context-switching or quantum effects). Conversely, actions in different places need not bear any specific sequential ordering with respect to each other in the absence of communication constraints. Parallel, distributed, and concurrent programming techniques form the core of High Performance Computing (HPC), distributed systems, and increasingly, nearly every computing application. The PDC knowledge area has evolved from a diverse set of advanced topics into a central body of knowledge and practice, permeating almost every other aspect of computing. Growth of the field has occurred irregularly across different subfields of computing, sometimes with different goals, terminology, and practices, masking the considerable overlap of basic ideas and skills that are the primary focus of this knowledge area. Nearly every problem with a sequential solution also admits parallel and/or distributed solutions; additional problems and solutions arise only in the context of concurrency. Nearly every application domain of parallel and distributed computing is a well-developed area of study and/or engineering too large to enumerate.				
PDC.1	Programs	(parallel programs)		Parallelism; Declarative parallelism: Determining which actions may, or must not, be performed in parallel, at the level of instructions, functions, closures, composite actions, sessions, tasks, and services is the main idea underlying PDC algorithms; failing to do so is the main source of errors. (See also: PDC-Algorithms); Defining order: for example, using happens-before relations or series/parallel directed acyclic graphs representing programs.; Independence: determining when ordering does not matter, in terms of commutativity, dependencies, preconditions.; Ensuring ordering among otherwise parallel actions when necessary, including locking, safe publication; and imposing communication – sending a message happens before receiving it; conversely relaxing when unnecessary.; Distribution; Defining places, as devices executing actions, including hardware components, remote hosts, may also include external, uncontrolled devices, hosts, and users. (See also: AR-IO); One device may time-slice or otherwise emulate multiple parallel actions by fewer processors by scheduling and virtualization. (See also: OS-Scheduling); Naming or identifying places (e.g., device IDs) and actions as parties (e.g., thread IDs).; Activities across places may communicate across media. (See also: PDC-Communication); Starting activities; Options that enable actions to be performed (eventually) at places range from hardwiring to configuration scripts; also establishing communication and resource management; these are expressed differently across languages and contexts, usually relying on automated provisioning and management by platforms (See also: SF-Resources); Procedural: Enabling multiple actions to start at a given program point; for example, starting new threads, possibly scoping, or otherwise organizing them in hierarchical groups; Reactive: Enabling upon an event by installing an event handler, with less control of when actions begin or end, and may apply even on uniprocessors; Dependent: Enabling upon completion of others; for example, sequencing sets of parallel actions (See also: PDC-Coordination); Granularity: Execution cost of action bodies should outweigh the overhead of arranging them 220; Execution Properties; Nondeterministic execution of unordered actions; Consistency: Ensuring agreement among parties about values and predicates when necessary to avoid races, maintain safety and atomicity, or arrive at consensus; Fault tolerance: Handling failures in parties or communication, including (Byzantine) misbehavior due to untrusted parties and protocols, when necessary to maintain progress or availability (See also: SF-Reliability); Tradeoffs are one focus of evaluation (See also: PDC-Evaluation)	One or more of the following mappings and mechanisms across layered systems:; CPU data- and instruction-level-parallelism (See also: AR-Organization); SIMD and heterogeneous data parallelism (See also: AR-Heterogeneity); Multicore scheduled concurrency, tasks, actors (See also: OS-Scheduling); Clusters, clouds; elastic provisioning. (See also: SPD-Common); Networked distributed systems (See also: NC-Applications); Emerging technologies such as quantum computing and molecular computing		Graphically show (as a Directed Acyclic Graph (DAG)) how to parallelize a compound numerical expression; for example, a = (b + c) * (d + e).; Explain why the concepts of consistency and fault tolerance do not arise in purely sequential programs.; Write a function that efficiently counts events such as networking packet receptions.; Write a filter/map/reduce program in multiple styles.; Write a service that creates a thread (or other procedural form of activation) to return a requested web page to each new client.
PDC.2	Communication	(parallel communication, distributed communication)		Media; Varieties: channels (message passing or I/O), shared memory, heterogeneous, data stores; Reliance on the availability and nature of underlying hardware, connectivity, and protocols; language support, emulation (See also: AR-IO); Channels; Explicit (usually named) party-to-party communication media; APIs: Sockets, architectural, language-based, and toolkit constructs, such as Message Passing Interface (MPI), and layered constructs such as Remote Procedure Call (RPC) (See also: NC-Fundamentals); I/O channel APIs; Memory 221; Shared memory architectures in which parties directly communicate only with memory at given addresses, with extensions to heterogeneous memory supporting multiple memory stores with explicit data transfer across them; for example, GPU local and shared memory, Direct Memory Access (DMA); Memory hierarchies: Multiple layers of sharing domains, scopes, and caches; locality: latency, false-sharing; Consistency properties: Bitwise atomicity limits, coherence, local ordering; Data Stores; Cooperatively maintained data structures implementing maps and related ADTs; Varieties: Owned, shared, sharded, replicated, immutable, versioned	One or more of the following properties and extensions; Topologies: Unicast, Multicast, Mailboxes, Switches; Routing via hardware and software interconnection networks; Media concurrency properties: Ordering, consistency, idempotency, overlapping communication with computation; Media performance: Latency, bandwidth (throughput) contention (congestion), responsiveness (liveness), reliability (error and drop rates), protocol-based progress (acks, timeouts, mediation); Media security properties: integrity, privacy, authentication, authorization (See also: SEC- Secure Coding); Data formats: Marshaling, validation, encryption, compression; Channel policies: Endpoints, sessions, buffering, saturation response (waiting vs dropping), rate control; Multiplexing and demultiplexing many relatively slow I/O devices or parties; completion- based and scheduler-based techniques; async-await, select and polling APIs; Formalization and analysis of channel communication; for example, CSP; Applications of queuing theory to model and predict performance.; Memory models: sequential and release/acquire consistency; Memory management; including reclamation of shared data; reference counts and alternatives; Bulk data placement and transfer; reducing message traffic and improving locality; overlapping data transfer and computation; impact of data layout such as array-of-structs vs struct-of-arrays; Emulating shared memory: distributed shared memory, Remote Direct Memory Access (RDMA); Data store consistency: Atomicity, linearizability, transactionality, coherence, causal ordering, conflict resolution, eventual consistency, blockchains; Faults, partitioning, and partial failures; voting; protocols such as Paxos and Raft.; Design tradeoffs among consistency, availability, partition (fault) tolerance; impossibility of meeting all at once; Security and trust: Byzantine failures, proof of work and alternatives		Explain the similarities and differences among: (1) Party A sends a message on channel X with contents 1 received by party B (2) A sets shared variable X to 1, read by B (3) A sets 'X=1’ in a distributed shared map accessed by B.; Write a program that distributes different segments of a data set to multiple workers, and collects results (for the simplest example, summing segments of an array).; Write a parallel program that requests data from multiple sites and summarizes them using some form of reduction.; Compare the performance of buffered versus unbuffered versions of a producer-consumer program.; Determine whether a given communication scheme provides sufficient security properties for a given usage.; Give an example of an ordering of accesses among concurrent activities (e.g., program with a data race) that is not sequentially consistent.; Give an example of a scenario in which blocking message sends can deadlock.; Describe at least one design technique for avoiding liveness failures in programs using multiple locks.; Write a program that illustrates memory-access or message reordering.; Describe the relative merits of optimistic versus conservative concurrency control under different rates of contention among updates.; Give an example of a scenario in which an attempted optimistic update may never complete.; Modify a concurrent system to use a more scalable, reliable, or available data store.; Using an existing platform supporting replicated data stores, write a program that maintains a key-value mapping even when one or more hosts fail.
PDC.3	Coordination	(parallel coordination)		Dependencies; Initiation or progress of one activity may be dependent on other activities, so as to avoid race conditions, ensure termination, or meet other requirements; Ensuring progress by avoiding dependency cycles, using monotonic conditions, removing inessential dependencies; Control constructs and design patterns; Completion-based: Barriers, joins, including termination control; Data-enabled: Queues, producer-consumer designs; Condition-based: Polling, retrying, backoffs, helping, suspension, signaling, timeouts; Reactive: Enabling and triggering continuations; Atomicity; Atomic instructions, enforced local access orderings; Locks and mutual exclusion; lock granularity; Using locks in a specific language; maintaining liveness without introducing races 223; Deadlock avoidance: Ordering, coarsening, randomized retries; backoffs, encapsulation via lock managers; Common errors: Failing to lock or unlock when necessary, holding locks while invoking unknown operations; Avoiding locks: replication, read-only, ownership, and non-blocking constructions	One or more of the following properties and extensions; Progress properties including lock-free, wait-free, fairness, priority scheduling, interactions with consistency, reliability; Performance with respect to contention, granularity, convoying, scaling; Non-blocking data structures and algorithms; Ownership and resource control; Lock variants and alternatives: sequence locks, read-write locks; Read-Copy-Update (RCU), reentrancy; tickets; controlling spinning versus blocking; Transaction-based control: Optimistic and conservative; Distributed locking: reliability; Alternatives to barriers: Clocks; counters, virtual clocks; dataflow and continuations; futures and RPC; consensus-based, gathering results with reducers and collectors; Speculation, selection, cancellation; observability and security consequences; Resource control using semaphores and condition variables; Control flow: Scheduling computations, series-parallel loops with (possibly elected) leaders, pipelines and streams, nested parallelism; Exceptions and failures. Handlers, detection, timeouts, fault tolerance, voting		Show how to avoid or repair a race error in a given program.; Show how to ensure that a program correctly terminates when all of a set of concurrent tasks have completed.; Write a function that efficiently counts events such as sensor inputs or networking packet receptions.; Write a filter/map/reduce program in multiple styles.; Write a program in which the termination of one set of parallel actions is followed by another.; Write a program that speculatively searches for a solution by multiple activities, terminating others when one is found.; Write a program in which a numerical exception (such as divide by zero) in one activity causes termination of others.; Write a program for multiple parties to agree upon the current time of day; discuss its limitations compared to protocols such as network transfer protocol (NTP).; Write a service that creates a thread (or other procedural form of activation) to return a requested web page to each new client. 
PDC.4	Evaluation	(parallel evaluation)		Safety and liveness requirements in terms of temporal logic constructs to express 'always' and 'eventually' (See also: FPL-Parallel); Identifying, testing for, and repairing violations, including common forms of errors such as failure to ensure necessary ordering (race errors), atomicity (including check-then-act errors), and termination (livelock); Performance requirements metrics for throughput, responsiveness, latency, availability, energy consumption, scalability, resource usage, communication costs, waiting and rate control, fairness; service level agreements (See also: SF-Performance); Performance impact of design and implementation choices, including granularity, overhead, consensus costs, and energy consumption (See also: SEP-Sustainability); Estimating scalability limitations, for example using Amdahl’s Law or Universal Scalability Law (See also: SF-Evaluation)	One or more of the following methods and tools:; Extensions to formal sequential requirements such as linearizability; Protocol, session, and transactional specifications; Use of tools such as Unified Modelling Language (UML), Temporal Logic of Actions (TLA), program logics; Security analysis: safety and liveness in the presence of hostile or buggy behaviors by other parties; required properties of communication mechanisms (for example lack of cross-layer leakage), input screening, rate limiting (See also: SEC-Foundations); Static analysis applied to correctness, throughput, latency, resources, energy (See also: SEP-Sustainability); Directed Acyclic Graph (DAG) model analysis of algorithmic efficiency (work, span, critical paths); Testing and debugging; tools such as race detectors, fuzzers, lock dependency checkers, unit/stress/torture tests, visualizations, continuous integration, continuous deployment, and test generators; Measuring and comparing throughput, overhead, waiting, contention, communication, data movement, locality, resource usage, behavior in the presence of excessive numbers of events, clients, or threads (See also: SF-Evaluation); Application domain specific analyses and evaluation techniques		Revise a specification to enable parallelism and distribution without violating other essential properties or features.; Explain how concurrent notions of safety and liveness extend their sequential counterparts.; Specify a set of invariants that must hold at each bulk-parallel step of a computation. 225; Write a test program that can reveal a data race error; for example, missing an update when two activities both try to increment a variable.; In a given context, explain the extent to which introducing parallelism in an otherwise sequential program would be expected to improve throughput and/or reduce latency, and how it may impact energy efficiency.; Show how scaling and efficiency change for sample problems without and with the assumption of problem size changing with the number of processors; further explain whether and how scalability would change under relaxations of sequential dependencies.; Specify and measure behavior when a service is requested by unexpectedly many clients.; Identify and repair a performance problem due to sequential bottlenecks.; Empirically compare throughput of two implementations of a common design (perhaps using an existing test harness framework).; Identify and repair a performance problem due to communication or data latency.; Identify and repair a performance problem due to communication or data latency.; Identify and repair a performance problem due to resource management overhead.; Identify and repair a reliability or availability problem.
PDC.5	Algorithms	(parallel algorithm, distributed algorithm)		Expressing and implementing algorithms in given languages and frameworks, to initiate activities (for example threads), use shared memory constructs, and channel, socket, and/or remote procedure call APIs. (See also: FPL-Parallel).; Data parallel examples including map/reduce.; Using channel, socket, and/or RPC APIs in a given language, with program control for sending (usually procedural) vs receiving. (usually reactive or RPC-based).; Using locks, barriers, and/or synchronizers to maintain liveness without introducing races.; Survey of common application domains across multicore, reactive, data parallel, cluster, cloud, open distributed systems, and frameworks	One of more of the following algorithmic domains. (See also: AL-Strategies):; Linear algebra: Vector and matrix operations, numerical precision/stability, applications in data analytics and machine learning.; Data processing: sorting, searching and retrieval, concurrent data structures.; Graphs, search, and combinatorics: Marking, edge-parallelization, bounding, speculation, network-based analytics.; Modeling and simulation: differential equations; randomization, N-body problems, genetic algorithms.; Computational logic: satisfiability (SAT), concurrent logic programming.; Graphics and computational geometry: Transforms, rendering, ray-tracing.; Resource management: Allocating, placing, recycling and scheduling processors, memory, channels, and hosts; exclusive vs shared resources; static, dynamic and elastic algorithms; Real-time constraints; Batching, prioritization, partitioning; decentralization via work-stealing and related techniques.; Services: Implementing web APIs, electronic currency, transaction systems, multiplayer games.		Implement a parallel/distributed component based on a known algorithm.; Write a data-parallel program that for example computes the average of an array of numbers.; Write a producer-consumer program in which one component generates numbers, and another computes their average. Measure speedups when the numbers are small scalars versus large multi-precision values.; Extend an event-driven sequential program by establishing a new activity in an event handler (for example a new thread in a GUI action handler).; Improve the performance of a sequential component by introducing parallelism and/or distribution.; Choose among different parallel/distributed designs for components of a given system.; Design, implement, analyze, and evaluate a component or application for X operating in a given context, where X is in one of the listed domains, for example, a genetic algorithm for factory floor design.; Critique the design and implementation of an existing component or application, or one developed by classmates.; Compare the performance and energy efficiency of multiple implementations of a similar design, for example, multicore versus clustered versus GPU.
SDF	Software Development Fundamentals	(software development basics, dev ops)	Fluency in the process of software development is fundamental to the study of computer science. To use computers to solve problems most effectively, students must be competent at reading and writing programs. Beyond programming skills, however, they must be able to select and use appropriate data structures and algorithms and use modern development and testing tools. The SDF knowledge area brings together fundamental concepts and skills related to software development, focusing on concepts and skills that should be taught early in a computer science program, typically in the first year. This includes fundamental programming concepts and their effective use in writing programs, use of fundamental data structures which may be provided by the programming language, basics of programming practices for writing good quality programs, reading, and understanding programs, and some understanding of the impact of algorithms on the performance of the programs. The 43 hours of material in this knowledge area may be augmented with core material from other knowledge areas as students progress to mid- and upper-level courses. This knowledge area assumes a contemporary programming language with built-in support for common data types including associative data types like dictionaries/maps as the vehicle for introducing students to programming (e.g., Python, Java). However, this is not to discourage the use of older or lower-level languages for SDF — the knowledge units below can be suitably adapted for the actual language used. The emergence of generative AI and Large Language Models (LLMs), which can generate programs for many programming tasks, will undoubtedly affect the programming profession and consequently the teaching of many CS topics. However, to be able to effectively use generative AI in programming tasks, a programmer must have a good understanding of programs, and hence must still learn the foundations of programming and develop basic programming skills - which is the aim of SDF. Consequently, we feel that the desired outcomes for SDF should remain the same, though different instructors may now give more emphasis to program understanding, documenting, specifications, analysis, and testing. (This is like teaching students multiplication, addition,; even though calculators can be used to do them)				
SDF.1	Fundamental Programming Concepts and Practices	(programming concepts, coding best practices)		Basic concepts such as variables, primitive data types, expressions, and their evaluation 231; How imperative programs work: state and state transitions on execution of statements, flow of control; Basic constructs such as assignment statements, conditional and iterative statements, basic I/O; Key modularity constructs such as functions (and methods and classes, if supported in the language) and related concepts like parameter passing, scope, abstraction, data encapsulation (See also: FPL-OOP); Input and output using files and APIs; Structured data types available in the chosen programming language like sequences (e.g., arrays, lists), associative containers (e.g., dictionaries, maps), others (e.g., sets, tuples) and when and how to use them (See also: AL-Foundational); Libraries and frameworks provided by the language (when/where applicable); Recursion; Dealing with runtime errors in programs (e.g., exception handling).; Basic concepts of programming errors, testing, and debugging (See also: SE-Construction, SEC- Coding); Documenting/commenting code at the program and module level.(See also: SE-Construction); Develop a security mindset. (See also: SEC-Foundations)			Develop programs that use the fundamental programming constructs: assignment and expressions, basic I/O, conditional and iterative statements.; Develop programs using functions with parameter passing.; Develop programs that effectively use the different structured data types provided in the language like arrays/lists, dictionaries, and sets.; Develop programs that use file I/O to provide data persistence across multiple executions.; Develop programs that use language-provided libraries and frameworks (where applicable).; Develop programs that use APIs to access or update data (e.g., from the web).; Develop programs that create simple classes and instantiate objects of those classes (if supported by the language).; Explain the concept of recursion and identify when and how to use it effectively.; Develop recursive functions.; Develop programs that can handle runtime errors.; Read a given program and explain what it does.; Write comments for a program or a module specifying what it does.; Trace the flow of control during the execution of a program.; Use appropriate terminology to identify elements of a program (e.g., identifier, operator, operand).
SDF.2	Fundamental Data Structures	(data structures, data types)		Standard abstract data types such as lists, stacks, queues, sets, and maps/dictionaries, including operations on them. 232; Selecting and using appropriate data structures.; Performance implications of choice of data structure(s).; Strings and string processing.			Write programs that use each of the key abstract data types provided in the language (e.g., arrays, tuples/records/structs, lists, stacks, queues, and associative data types like sets, dictionaries/maps).; Select the appropriate data structure for a given problem.; Explain how the performance of a program may change when using different data structures or operations.; Write programs that work with text by using string processing capabilities provided by the language
SDF.3	Algorithms	(basic algorithms)		Concept of algorithm and notion of algorithm efficiency; Some common algorithms (e.g., sorting, searching, tree traversal, graph traversal); Impact of algorithms on time-space efficiency of programs			Explain the role of algorithms for writing programs.; Demonstrate how a problem may be solved by different algorithms, each with different properties.; Explain some common algorithms (e.g., sorting, searching, tree traversal, graph traversal).; Explain the impact on space/time performance of some algorithms.
SDF.5	Software Development Practices	(software development, dev best practice)		Basic testing, including test case design; Use of a general-purpose IDE, including its debugger; Programming style that improves readability; Specifying functionality of a module in a natural language.			Develop tests for modules and apply a variety of strategies to design test cases.; Explain some limitations of testing programs.; Build, execute, and debug programs using a modern IDE and associated tools such as visual debuggers. 233; Apply basic programming style guidelines to aid readability of programs such as comments, indentation, proper naming of variables,;; Write specifications of a module as module comment describing its functionality.
SDF.6	Society, Ethics, and the Profession	(society ethics profession)		Intellectual property rights of programmers for programs they develop.; Plagiarism and academic integrity.; Responsibility and liability of programmers regarding code they develop for solutions. (See also: SEC-Foundations); Basic professional work ethics of programmers.			Explain/understand some of the intellectual property issues relating to programs.; Explain/understand when code developed by others can be used and proper ways of disclosing their;; Explain/understand the responsibility of programmers when developing code for an overall solution (which may be developed by a team).; Explain/understand one or more codes of conduct applicable to programmers.
SE	Software Engineering	(software engineering)	As far back as the early 1970s, British computer scientist Brian Randell allegedly said, 'Software engineering is the multi-person construction of multi-version programs.' This is an essential insight: while programming is the skill that governs our ability to write a program, software engineering is distinct in two dimensions: time and people. First, a software engineering project is a team endeavor; being a solitary programming expert is insufficient. Skilled software engineers must demonstrate expertise in communication and collaboration. Programming may be an individual activity, but software engineering is a collaborative one, deeply tied to issues of professionalism, teamwork, and communication. Second, a software engineering project is usually 'multi-version.' It has an expected lifespan; it needs to function properly for months, years, or decades. Features may be added or removed to meet product requirements. The engineering team itself will likely change. The technological context will shift, as our computing platforms evolve, programming languages change, dependencies upgrade,; This exposure to matters of time and change is novel when compared to a programming project: it isn’t enough to build a thing that works, instead it must work and stay working. Many of the most challenging topics in tech share 'time will lead to change' as a root cause: backward compatibility, version skew, dependency management, schema changes, protocol evolution. Software engineering presents a particularly difficult challenge for learning in an academic setting. Given that the major differences between programming and software engineering are time and teamwork, it is hard to generate lessons that require successful teamwork and that faithfully present the challenges of time. Additionally, some topics in software engineering will be more authentic and more relevant if our learners experience collaborative and long-term software engineering projects in vivo rather than in the classroom. Regardless of whether that happens as an internship, involvement in an open-source project, or full-time engineering role, a month of full-time hands-on experience has more available hours than the average software engineering course.				
